TIPO,MARCA,EQUIPO,NO_SERIE,DESCRIPCION,PROPIEDAD,ESTATUS
3,1,LATITUDE 3540,BVMCW32,Latitude 3540 Core I3-4030U 1.90GHz 8GB RAM 500 HD,PROPIO,ACTIVO
6,5,KXNT551X,ODATJ132522,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,1,VOSTRO 3468,DFCH1P2,PORTATIL DELL VOTRO 14-3468 PROCESADOR CI5 7200U DD 1TB RAM 8GB W10P,ARRENDADO,ACTIVO
1,1,VOSTRO 3470,JFVTQX2,DESKTOP DELL VOSTRO 3470 CI5-8400 4 GB RAM 1TB DD W10PRO 64 BIT,ARRENDADO,ACTIVO
2,1,E2016HV,BFCPCX2 / CN-07XJH5-FCC00-96H-DT3U-A05,"MONITOR LED DELL 20 E2016HV/ 9.5"" 1600X900/ CABLE VGA 3 WTY",ARRENDADO,ACTIVO
6,5,KXNT551X,9KBTI128536,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
1,1,OPTIPLEX 3080,B627K93,Computadora Dell optiplex 3000 3080 intel core i5 10a Gen i5 10500 Hexa core (6 core) 3.10 GHZ 8 GB Ram DDR4 SDRAM 1TB HDD formato pequeño negro windows 10 Pro 64 bit intel DDR4 SDRAM fabadora DVD español teclado 200W ,ARRENDADO,ACTIVO
2,1,E2020H,DZFGF23,"Monitor Dell E2020H 19.5"" LED 1600X900 VGA/DP 3WTY (INCLUYE CABLE)",ARRENDADO,ACTIVO
2,10,S19C150,ZYGFH4LD902784R,NI,PROPIO,ACTIVO
1,12,NA,NV,,PROPIO,ACTIVO
1,1,VOSTRO 3470,HWJMZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,J084CX2 / CN-07XJH5-FCC00-964-AKEU-A05,MONITOR LED DELL 20 E2016HV/ 19.5¨ 1600x900/ 60 HZ /SOLO TIENE CONEXIO VGA,ARRENDADO,ACTIVO
3,1,VOSTRO 5471,H1MXM42,"LAPTOP DELL VOSTRO 5471 14"" FULL HD INTEL CORE I5-8250U 1.60GHZ 4GB 16GB OPTANE  1TB W10PRO 64-BITS",ARRENDADO,ACTIVO
6,5,KXNT551X,OAATJ130197,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
1,23,GB-300,NV,Microsoft Windows 7 Professional Intel(R) Core(TM) i5-4460 CPU @ 3.20GHz RAM 4gb  Disco Duro 500 gb.,PROPIO,ACTIVO
2,8,V206HQL,MMLY6AM001541162348504,,PROPIO,ACTIVO
1,1,VOSTRO 3470,D3NDZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,D184CX2 / CN-07XJH5-FCC00-964-AKUU-A05,"MONITOR LED DELL 20 E2016HV / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",PROPIO,ACTIVO
1,1,VOSTRO 3470, HMGCZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5FCC00964C9TU,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
3,1,LATITUDE 3410,9RBTC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
3,1,LATITUDE 3410,7QDTC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
3,1,VOSTRO 3468,F71NBL2,"DELL VOSTRO 3468 CI3 6006U 8GB RAM 1TB DD DVD 14""",ARRENDADO,ACTIVO
3,1,VOSTRO 5471,6FMXM42,"LAPTOP DELL VOSTRO 5471 14"" FULL HD INTEL CORE I5-8250U 1.60GHZ 4GB 16GB OPTANE  1TB W10PRO 64-BITS",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,2R2LZT2,DESKTOP DELL VOSTRO 3470 CI5-8400 4 GB RAM 1TB DD W10PRO 64 BIT,ARRENDADO,ACTIVO
2,1,E2016HV,87B4CX2 / CN-07XJH5-FCC00-964-CW7U-A05,"MONITOR LED DELL 20 E2016HV/ 9.5"" 1600X900/ CABLE VGA 3 WTY",ARRENDADO,ACTIVO
2,8,V206HQL,MMLY6AM001541162388504,,PROPIO,ACTIVO
1,13,ACTIVE COOL,2340000000000,,PROPIO,ACTIVO
3,1,LATITUDE 3410,GLFTC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
4,22,M3040idn,LSD7725898,Multifuncional Kyocera ECOSYS M3040idn Blanco y Negro Láser Print/Scan/Copy/Fax,ARRENDADO,ACTIVO
2,1,E2016HV,B594CX2 / CN-07XJH5-FCC00-964-C93U-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
4,3,FX-890II,X3YF027410,,PROPIO,ACTIVO
1,13,ACTIVE COOL,2340000000000,Procesador: Intel Core I5-4460 CPU @ 3.20 GHz 4 GB en RAM 500 GB en DD,PROPIO,ACTIVO
3,1,LATITUDE 5590,GCFGTT2,COMPUTADRA PORTATIL DELL LATITUDE 5590 PROCESADOR INTEL CI7-8650U RAM 16GB DDR4 ESTADO SOLIDO 2.5 P 1TB 5400RPM PANTALLA 15.6 W10P,ARRENDADO,ACTIVO
2,8,V213HV,ETLSU0D001102138448510,,PROPIO,STOCK
6,5,KXNT551X,OAATJ130567,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,6,ZBOOK 15v G5,CND0527RCF,"Workstation HP ZBOOK 15v G5 15.6"" intel core i7 9750H (hasta 4.5Ghz) memoria 8gb DDR4 disco duro de 1 TB pantalla de 15.6"" Led video Nvidia Quadro P600 S.O. Windows 10 PRO (64 bits) incluye mochila incremento de Ram a 32 gb",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,JDTNJK2,COMPUTADORA DELL VOSTRO 3470 CI5 8400 8AG /RAM 4GB DDR4 2666MHZ HASTA 32 GB /DD 1TB 3.5 7200RPM SATA / TARJETA DE VIDEO INTEGRADA INTEL  UHD 630/ UNIDAD DVDRW/ W10P/,ARRENDADO,ACTIVO
2,8,V206HQL,MMLY6AM00154115F1B8504,,PROPIO,ACTIVO
2,25,S1922A,CNC122PRDZ,,PROPIO,ACTIVO
2,8,V2013HV,ETLSU0D001102138328510,,PROPIO,ACTIVO
10,6,DESIGNJET T129,CN63F7M01K,,PROPIO,ACTIVO
3,1,LATITUDE E5470,53WLJC2,,PROPIO,ACTIVO
1,1,VOSTRO 3470,9YS30T2,COMPUTADORA DELL VOSTRO 3470 CI3 810 3.6GHZ /4GB /1TB / NO MONITOR /DVDRW /  W10P,ARRENDADO,ACTIVO
2,1,E2016HV,4845GS2 / CN-07XJH5-FCC00-8BM-AR1U-A05,MONITOR LED DELL 20 E2016HV/ 19.5¨ 1600x900/ 60 HZ /SOLO TIENE CONEXIO VGA,PROPIO,ACTIVO
1,1,VOSTRO 3470,2VBPJV2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,HL8GZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,J284CX2 / CN-07XJH5-FCC00-964-ALHU-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
2,1,E2016HV,C694CX2 / CN-07XJH5-FCC00-964-C9MU-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,HW0KZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,H594CX2 / CN-07XJH5-FCC00-964-C98U-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
6,5,KXNT551X,9LATJ129729,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,1,VOSTRO 3468,F81NBL2,"DELL VOSTRO 3468 CI3 6006U 8GB RAM 1TB DD DVD 14""",ARRENDADO,ACTIVO
2,11,ET0025B,ET9CA07332SL0,"Monitor BENQ ET0025B 14.5""",PROPIO,ACTIVO
1,16,PX-400RMFUN,21103000352,Procesador: Intel® Core™ i5-2310 CPU @2.90 Ghz 4 GB en RAM 80 GB en DD,PROPIO,ACTIVO
1,1,VOSTRO 3470,2V9KJV2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5FCC00964AKVU,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
4,3,FX-890,NZBY123388,,PROPIO,ACTIVO
1,1,VOSTRO 3470,4JSDZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5694CX3 / CN-07XJH5-FCC00-964-C9FU-A05,"MONITOR LED DELL 20 E2016HV / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",PROPIO,ACTIVO
3,1,VOSTRO 3459,G5R6WF2,VOSTRO 3459 CORE I5-6200U 2.3GHz 8GB RAM 1TB HD DVDRW 14.0in LED,PROPIO,STOCK
1,13,ACTIVE COOL,2340000000000,Procesador: Intel Core I5-4460 CPU @ 3.20 GHz 4 GB en RAM 500 GB en DD,PROPIO,ACTIVO
2,8,V206HQL,MMLY6AM001541161D68504,,PROPIO,ACTIVO
6,5,KXNT551X,9KBTI128587,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,1,VOSTRO 5471,DTLXM42,"LAPTOP DELL VOSTRO 5471 14"" FULL HD INTEL CORE I5-8250U 1.60GHZ 4GB 16GB OPTANE  1TB W10PRO 64-BITS",ARRENDADO,ACTIVO
6,5,KXNT551X,9KBTI128355,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
1,1,VOSTRO 3470,HNHFZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5FCC00964AF1U,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,CSVXQX2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5FCC00964AKHU,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,HNNDZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,6794CX2 / CN-07XJH5-FCC00-964-CA2U-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
4,6,LASERJET 1300,CNBK651290,IMPRESORA LASERTJET 1300 MEMORIA DE 16MB CALIDAD DE IMORESION 1.200X1.200 PPP VELOSCIDAD DE IMPRESIÓN 20 PPM,PROPIO,ACTIVO
1,1,VOSTRO 3470,HLGLZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,9594CX2,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
3,1,VOSTRO 3468,3J4TLJ2,Computadora Portatil Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz 4 GB de RAM 1TB de Disco,PROPIO,ACTIVO
2,1,E2016HV,6PM1ZP2 / CN-034XWX-FCC00-86N-A3KU-A04,HPFS-651 - MONITOR LED DELL 20 E2016HV / 19.5 PULGADAS/ 1600 X 900 / 60 HZ,ARRENDADO,ACTIVO
1,1,VOSTRO 3470,2V7KJV2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,D794CX2 / CN-07XJH5-FCC00-964-CA8U-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
3,1,LATITUDE 3410,7LFTC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,D1HCZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5FCC00964AL5UA05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
6,5,KXNT551X,OCBTJ132203,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,1,VOSTRO 5471,CWLXM42,"COMPUTADORA PORTATIL DELL VOSTRO 5471 PROCESADOR CORE I5 8250U MEMORIA 4GB + 16OPTANE DISCO DURO 1TB PANTALLA DE 14"" W10PRO 1 DE GARANTIA  ",ARRENDADO,ACTIVO
3,1,LATITUDE 3410,3NFTC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
4,22,FS6021cdn,LW35Y05706,Multifuncional Kyocera ECOSYS M3040idn Blanco y Negro Láser Print/Scan/Copy/Fax,ARRENDADO,ACTIVO
5,3,H719A,NI,Sistema de proyección Tecnología 3LCDPantalla LCD 055 pulgada,PROPIO,ACTIVO
3,1,LATITUDE 3410,6YWQC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
3,1,LATITUDE 3410,C85QC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,4HVHZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,5FCC00964CA7U,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
3,1,VOSTRO 3460,24X8VW1,VOSTRO 3460 CORE I5-3210 2.5GHz 4GB RAM 500GB HD DVDRW 14 LED,PROPIO,ACTIVO
4,3,FX-890,NZBY094709,,PROPIO,ACTIVO
4,26,,,,ARRENDADO,ACTIVO
4,22,ECOSYS M5521cdn,VDW9Z01827,,PROPIO,ACTIVO
1,1,VOSTRO 3470,4HHFZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",ARRENDADO,ACTIVO
2,1,E2016HV,G794CX2 / CN-07XJH5-FCC00-964-CAAU-A05,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
6,5,KXNT551X,OAATJ130540,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
1,6,280 G2 SFF,4CE7443JK8,HP280 G2 CORE I3-6100 3.7 GHz 4GB RAM 1TB HD DVDRW GbNIC,PROPIO,ACTIVO
2,8,V206HQL,MMLY6AM0017200A8BA8509,,PROPIO,ACTIVO
3,1,LATITUDE 3410,CJXQC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
2,6,V203p ,6CM6381PJR,V203p 19.53in LED IPS LCD Monitor 0.30mm PP 1440x900@60Hz,PROPIO,ACTIVO
6,5,KXNT551X,9KBTI128599,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,1,VOSTRO 3468,88L00P2,LAPTOP DELL VOSTRO 3468 W10P CI3-7020U 8GB 1TB DVDRW 1TWTY,ARRENDADO,ACTIVO
6,5,KXNT551X,9KBTI128632,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
3,1,LATITUDE 5590,63XGTT2,COMPUTADRA PORTATIL DELL LATITUDE 5590 PROCESADOR INTEL CI7-8650U RAM 16GB DDR4 ESTADO SOLIDO 2.5 P 1TB 5400RPM PANTALLA 15.6 W10P,ARRENDADO,ACTIVO
2,10,S19D300NY,02CSHCKF806780F,"MONITOR SAMSUNG LSD LS19D300 19.5""",PROPIO,ACTIVO
2,1,E2016HV,G494CX2,"MONITOR LED DELL 20 E2016HW / 19.5"" 1600 X 900 / 60 HZ / SOLO TIENE CONEXIÓN VGA",ARRENDADO,ACTIVO
1,1,VOSTRO 3470,HMTJZT2,"COMPUTADORA DELL VOSTRO 3470 CORE-I5 8400 8A GENERACION MEMORIA RAM DE 4GB DDR4 2666MHZ HASTA 32GB OPCIONAL DISCO DURO DE 1TB 3.5"" (7200RPM) SATA TARJETA DE VIDEO INTEGRADA INTEL UHD 630 UNIDAD MULTIMEDIA DVD+/-RW W10PRO GARANTIA 1 AÑO",PROPIO,ACTIVO
4,6, LASERJET P2035n,VNB3C37775,IMPRESORA MULTIFUNCIONALHP LASERJET PRO,PROPIO,ACTIVO
4,3,FX-890,NZBY039448,,PROPIO,ACTIVO
3,1,LATITUDE 3410,1VDTC63,"Portatil Dell Latitude 3000 3410 39.6 (15.6"") HD 1366X768 intel core i5 (10a gen) i5-10210U Quad-core (4 core) 1.60 Ghz 8 gb Ram 1TB HDD negro windows 10 Pro intel UHD Graphics torsion nemática (TN) español teclado IEEE 802.11 ax wireless LAN standard incluye mochila",ARRENDADO,ACTIVO
3,1,INSPIRON 3437,584YLW1,Computadora Portatil Instpiron 3437 Intel(R) Core(TM) i5-4200U CPU @ 1.60GHz 4GB de RAM 1TB de Disco,PROPIO,ACTIVO
6,5,KXNT551X,9LATJ129733,Panasonic Teléfono IP KX-NT551X Alámbrico 8 Teclas Programables Altavoz NEGRO,PROPIO,ACTIVO
